Gender,Location,Age.Band,Age,Completion.Time,Part.A.Score,Part.B.Score,Part.C.Score
M,C,O,96,65,61,75,46
F,C,O,86,34,53,67,30
M,A,U,10,29,28,8,27
F,E,U,15,107,21,12,40
F,C,Y,21,86,64,16,41
F,C,U,9,118,20,7,55
F,A,M,206,56,70,160,42
M,A,U,10,82,22,8,27
F,C,Y,17,76,61,13,60
M,C,Y,25,61,68,19,59
F,C,Y,28,90,62,22,38
M,A,Y,30,82,78,23,33
M,D,O,90,106,63,70,20
F,E,O,87,23,61,68,30
F,B,U,13,94,26,10,56
M,E,O,89,75,62,69,46
M,A,M,46,34,55,36,37
M,E,M,48,26,71,37,40
F,D,U,15,116,23,12,45
M,B,O,77,66,78,60,49
F,C,M,45,40,57,35,47
F,A,O,95,44,67,74,49
F,B,U,13,96,28,10,28
M,B,M,51,91,56,40,61
F,D,M,44,48,64,34,35
M,C,U,13,76,21,10,25
M,E,M,54,67,67,42,37
M,D,O,75,108,55,58,25
F,E,U,14,118,20,11,44
F,E,Y,18,85,75,14,50
M,A,Y,30,107,64,23,33
M,D,U,14,104,15,11,45
F,B,M,203,44,72,158,39
F,A,Y,38,74,66,30,35
F,C,O,85,31,66,66,43
M,D,U,6,91,21,5,48
F,D,Y,35,72,70,27,38
F,E,U,8,109,18,6,40
M,A,O,82,107,58,64,45
M,C,M,40,33,46,31,32
F,E,M,54,44,60,42,48
M,A,M,42,92,82,33,35
F,C,Y,21,65,85,16,48
M,E,Y,25,63,70,19,47
F,A,O,80,26,65,62,45
M,A,M,53,61,61,41,38
M,A,O,71,28,75,55,43
F,D,O,88,22,76,68,21
F,A,Y,24,61,62,19,31
M,B,M,54,55,70,42,38
F,E,Y,20,62,58,16,25
F,D,U,11,117,12,9,46
F,E,U,8,117,10,6,41
F,B,O,92,20,67,72,60
M,A,O,83,37,58,65,46
F,A,Y,19,92,69,15,30
F,B,M,44,42,81,34,44
M,A,U,10,76,23,8,27
M,C,M,60,107,63,47,41
M,A,O,99,60,68,77,50
F,A,M,59,51,52,46,40
F,E,Y,16,90,62,12,37
F,B,Y,19,86,66,15,17
M,C,O,72,58,75,56,58
F,B,M,50,64,64,39,31
F,D,Y,27,98,69,21,41
M,E,O,79,118,69,61,48
M,A,O,66,35,68,51,41
F,A,O,88,45,76,68,47
F,B,U,8,95,25,6,30
F,A,M,42,49,64,33,35
F,D,M,45,58,70,35,35
M,D,O,73,111,61,57,26
M,D,U,10,36,17,8,47
M,D,O,67,77,63,52.21722615,28
F,A,M,56,50,57,44,39
F,A,M,59,43,66,46,40
M,B,Y,30,85,70,23,17
F,A,U,11,117,22,9,28
F,C,O,85,31,82,66,48
M,A,O,208,90,74,162,23
F,A,Y,33,84,59,26,33
M,B,M,50,104,54,39,60
M,C,O,66,22,74,51,49
F,B,M,58,50,70,45,28
F,C,O,72,40,72,56,57
M,B,M,42,98,59,33,49
F,E,O,89,40,90,69,33
F,E,U,11,96,14,9,45
M,E,M,41,80,72,32,31
F,E,O,89,24,75,69,26
F,A,O,79,31,64,61,45
F,A,U,12,110,17,9,28
M,B,O,73,34,72,57,57
M,E,Y,17,61,64,13,27
F,E,U,7,102,9,5,28
M,E,U,10,51,15,8,43
F,E,O,88,31,68,68,42
F,D,Y,17,77,64,13,44
F,E,U,201,107,32,156,25
F,A,U,11,118,26,9,28
F,E,O,91,36,57,71,43
M,D,O,90,73,78,70,20
F,B,O,72,37,83,56,53
F,D,O,207,43,60,161,48
F,D,Y,20,66,77,16,43
M,E,Y,16,86,64,12,39
M,C,U,8,66,19,6,33
F,D,Y,38,63,59,30,37
F,E,Y,28,71,61,22,30
M,E,Y,37,21,59,29,50
M,D,O,78,68,75,61,24
M,D,Y,27,116,68,21,41
M,C,M,46,107,60,36,48
F,C,U,5,109,26,4,59
F,C,Y,34,79,58,26,38
M,E,O,84,78,72,65,42
F,C,U,11,107,17,9,28
M,E,U,12,28,16,9,38
F,E,O,80,45,72,62,26
F,D,M,41,55,51,32,36
M,A,M,60,58,65,47,40
M,D,Y,22,116,66,17,43
F,C,O,67,35,63,52,57
M,C,M,42,55,60,33,50
F,A,Y,38,97,69,30,35
F,C,Y,17,61,53,13,59
F,C,U,13,116,18,10,20
F,C,U,6,105,25,5,54
F,D,M,44,52,82,34,35
M,B,M,53,116,65,41,64
F,C,Y,17,73,79,13,51
F,B,Y,17,68,68,13,44
F,E,Y,17,79,64,13,32
F,D,U,9,115,31,7,47
M,A,U,7,27,6,5,27
M,B,O,74,73,66,58,56
F,E,M,51,45,66,40,29
M,C,U,14,92,23,11,58
M,C,U,11,37,20,9,40
M,D,U,11,26,15,9,46
M,B,Y,20,63,77,16,17
F,D,O,84,41,71,65,22
M,C,Y,16,31,72,12,59
F,E,U,6,113,11,5,36
M,B,O,92,105,60,72,68
M,A,Y,27,105,72,21,32
F,C,U,9,94,14,7,58
M,C,Y,29,50,62,23,42
M,D,Y,28,103,61,22,41
F,D,M,61,47,61,47,30
F,E,Y,22,83,63,17,32
F,E,O,98,27,75,76,36
F,E,O,98,33,69,76,38
F,C,Y,23,90,70,18,45
F,C,O,77,21,74,60,29
M,E,M,64,112,60,50,27
M,E,Y,29,60,63,23,27
F,A,Y,39,60,50,30,35
M,D,M,42,42,66,33,36
M,E,U,13,35,15,10,41
F,C,Y,33,94,70,26,28
M,C,U,7,45,17,5,33
F,A,M,51,58,81,40,38
F,C,U,13,100,20,10,43
M,E,U,15,53,14,12,30
F,A,Y,23,61,68,18,31
M,D,Y,29,32,71,23,40
F,D,M,57,43,75,44,31
M,A,U,13,48,19,10,28
M,B,Y,25,58,65,19,58
M,C,O,92,25,63,72,59
M,A,M,55,35,65,43,39
F,A,U,6,94,19,5,27
M,A,Y,35,101,61,27,34
F,A,M,56,46,64,44,39
F,B,O,92,21,76,72,24
M,A,O,79,29,61,61,45
M,A,M,43,22,59,33,36
F,D,O,77,45,68,60,24
F,A,O,86,20,80,67,47
F,B,U,10,94,32,8,32
F,D,Y,29,70,62,23,40
F,E,Y,18,63,55,14,44
F,E,Y,27,99,51,21,47
M,D,U,12,86,14,9,46
F,D,O,75,25,72,58,25
M,C,M,56,45,54,44,48
M,A,M,43,57,61,33,36
F,B,U,14,98,24,11,46
M,E,U,10,48,18,8,36
F,B,O,67,20,71,52,52
M,B,Y,34,78,65,26,47
M,B,M,52,44,62,40,66
F,D,O,89,40,62,69,20
M,E,Y,34,70,75,26,43
M,B,U,15,117,35,12,25
M,B,Y,28,52,71,22,62
M,D,M,51,68,63,40,33
M,B,O,76,53,65,59,64
M,B,Y,27,76,68,21,27
M,C,U,7,104,14,5,59
M,E,M,57,71,67,44,40
F,B,U,11,112,27,9,50
F,A,M,55,40,52,43,39
M,D,U,11,35,28,9,46
M,A,O,75,54,63,58,44
F,B,M,57,58,66,44,43
M,A,U,13,77,32,10,28
F,E,Y,24,64,81,19,38
M,B,M,61,77,79,47,35
M,A,Y,33,94,78,26,33
F,B,U,8,93,26,6,49
F,C,O,95,20,79,74,29
M,A,M,52,69,67,40,38
F,E,O,91,23,80,71,49
F,C,M,55,55,56,43,47
F,E,O,77,29,71,60,44
M,C,O,83,31,74,65,36
M,A,U,9,85,29,7,27
F,A,O,100,22,70,78,50
F,C,Y,28,84,58,22,58
F,E,Y,36,86,58,28,26
M,B,U,15,65,18,12,55
F,E,O,68,23,63,53,28
M,E,Y,21,109,58,16,40
F,A,O,87,29,52,68,47
F,E,Y,31,90,65,24,42
M,B,O,77,24,66,60,53
M,C,U,5,93,18,4,52
F,C,M,50,65,59,39,31
F,E,Y,32,75,58,25,28
M,D,Y,29,33,56,23,40
M,A,Y,34,22,82,26,33
M,C,U,9,119,17,7,43
F,E,U,9,114,11,7,34
F,B,M,45,59,73,35,19
F,C,Y,28,70,65,22,37
M,B,U,15,58,7,12,37
M,E,O,96,96,71,75,30
M,A,Y,207,83,66,161,68
F,D,M,41,49,64,32,36
F,E,Y,31,100,72,24,34
F,C,M,51,55,54,40,52
F,E,U,13,94,26,10,42
F,D,Y,37,77,64,29,38
M,A,U,8,85,16,6,27
M,E,O,75,110,71,58,35
F,B,M,57,42,61,44,40
F,C,O,69,26,75,54,57
F,A,Y,19,83,63,15,30
M,B,Y,25,75,65,19,48
F,E,O,72,38,67,56,49
F,B,U,11,94,26,9,66
M,E,M,51,45,50,40,43
F,E,Y,29,77,48,23,26
F,D,M,48,50,69,37,34
F,C,M,41,45,67,32,60
M,B,Y,23,68,63,18,53
F,E,Y,39,79,61,30,43
F,A,Y,20,66,60,16,30
F,B,U,6,104,23,5,64
M,D,O,99,37,78,77,17
M,B,M,61,57,51,47,63
F,E,O,96,45,67,75,26
M,B,O,70,118,79,54,57
M,C,Y,16,68,71,12,40
M,D,U,15,79,28,12,45
M,A,M,62,114,53,48,41
M,E,M,46,68,60,36,43
M,E,U,11,45,29,9,48
F,C,Y,33,70,87,26,57
F,A,O,68,33,61,53,42
F,B,M,64,61,63,50,53
M,E,U,12,35,19,9,42
M,E,M,55,107,57,43,45
M,A,O,76,32,63,59,44
M,B,M,45,114,74,35,61
F,A,O,70,41,86,54,43
F,C,U,14,94,16,11,52
F,E,U,10,111,15,8,44
M,B,M,48,55,54,37,53
F,C,Y,33,85,60,26,47
M,D,M,63,113,74,49,29
F,B,Y,32,63,67,25,54
M,B,Y,32,109,72,25,66
M,C,O,93,94,82,72,48
M,D,O,87,119,75,68,21
F,C,Y,29,66,62,23,43
F,A,M,63,45,64,49,41
F,D,U,11,97,27,9,46
F,E,Y,23,68,66,18,33
F,E,O,70,23,72,54,32
M,D,M,54,95,59,42,32
M,D,U,7,25,19,5,48
F,E,O,96,37,59,75,27
F,B,Y,26,79,63,20,55
F,B,U,9,109,24,7,50
M,B,O,97,48,71,75,64
F,B,Y,209,82,58,163,69
F,C,U,12,102,20,9,32
F,D,U,15,90,12,12,45
F,D,Y,22,61,77,17,43
M,D,M,54,28,75,42,32
F,D,M,56,50,62,44,31
F,B,O,73,21,63,57,59
M,E,O,92,118,78,72,44
M,A,Y,38,63,66,30,35
F,B,U,6,106,19,5,40
F,D,U,11,100,19,9,46
M,B,Y,201,51,61,156,52
F,D,O,83,28,67,65,22
M,D,M,41,66,57,32,36
M,C,Y,18,98,66,14,53
F,E,U,10,120,33,8,35
F,D,U,7,117,24,5,48
M,B,Y,17,107,70,13,16
M,B,O,79,74,61,61,53
F,C,Y,31,70,58,24,42
F,A,M,55,48,76,43,39
F,B,M,54,42,61,42,57
F,D,U,8,115,19,6,47
M,A,M,64,24,55,50,41
F,B,U,10,91,19,8,64
F,A,U,13,108,15,10,28
M,A,U,9,53,22,7,27
F,A,Y,27,72,61,21,32
F,B,M,53,44,50,41,34
M,D,M,47,108,62,37,34
M,E,M,47,92,65,37,37
F,D,M,41,44,56,32,36
F,C,Y,30,78,52,23,53
F,C,U,6,97,22,5,41
M,D,U,13,50,23,10,46
F,A,Y,27,75,76,21,32
F,B,M,52,46,85,40,21
F,B,U,13,91,26,10,17
F,B,Y,33,90,63,26,42
M,D,M,60,46,62,47,30
F,D,M,43,45,79,33,36
F,E,M,62,61,51,48,46
F,C,U,6,93,22,5,57
M,B,O,66,101,66,51,46
F,D,U,7,109,25,5,48
F,B,U,10,105,18,8,43
F,C,M,53,49,69,41,26
M,C,Y,39,35,71,30,29
F,B,O,99,37,78,77,38
F,D,M,41,58,74,32,36
F,C,M,62,47,69,48,60
F,B,M,46,59,64,36,29
M,D,M,45,30,65,35,35
M,A,M,44,95,54,34,36
F,E,U,9,100,3,7,29
M,B,Y,37,115,64,29,37
M,B,Y,39,30,69,30,25
M,B,M,56,50,61,44,29
M,A,O,88,37,54,68,47
M,D,O,73,44,75,57,26
M,C,O,83,29,75,65,22
F,E,M,63,44,62,49,41
F,E,U,6,111,22,5,48
F,E,Y,38,77,66,30,37
F,D,Y,17,100,72,13,44
M,E,Y,17,45,72,13,47
F,D,Y,19,79,62,15,44
F,D,Y,20,88,60,16,43
F,B,M,56,61,77,44,38
M,C,M,42,89,76,33,56
F,C,O,77,24,66,60,39
M,C,M,42,36,67,33,41
F,B,Y,22,91,61,17,51
M,A,U,14,89,17,11,29
M,E,O,96,73,69,75,33
M,A,M,45,37,56,35,36
F,D,O,73,27,78,57,26
M,B,U,7,66,22,5,67
F,A,Y,36,88,59,28,34
M,E,O,92,89,76,72,47
M,A,O,87,29,63,68,47
M,A,Y,38,116,59,30,35
F,E,O,68,41,57,53,45
F,A,O,83,27,72,65,46
F,E,O,83,21,76,65,33
F,B,O,90,31,60,70,19
F,B,Y,26,97,63,20,39
M,E,U,13,50,18,10,42
F,D,O,85,25,72,66,22
M,C,U,13,48,19,10,23
M,B,O,75,76,73,58,65
F,A,O,95,30,71,74,49
M,D,M,42,72,53,33,36
M,A,Y,25,57,59,19,31
M,C,O,66,101,62,51,33
M,B,Y,38,114,72,30,43
M,B,O,88,41,64,68,47
M,A,Y,21,68,74,16,30
M,A,M,57,104,60,44,39
F,E,M,51,63,64,40,28
M,D,O,90,91,57,70,20
F,D,O,93,41,64,72,19
F,D,O,68,20,75,53,27
F,C,M,58,41,67,45,48
F,E,O,88,24,65,88.04251954,34
M,E,Y,23,64,53,18,36
F,C,U,7,96,21,5,32
F,B,O,87,41,55,68,34
M,C,Y,28,25,57,22,50
M,B,U,11,114,32,9,16
F,D,U,8,100,19,6,47
M,E,Y,27,117,75,21,30
F,C,M,43,43,70,33,26
M,A,M,55,68,73,43,39
M,C,M,54,72,78,42,37
F,A,Y,29,80,61,23,32
M,E,U,8,39,14,6,46
F,E,U,8,110,20,6,44
M,A,Y,23,61,53,18,31
M,A,O,77,36,73,60,44
F,C,M,48,61,56,37,59
M,E,Y,19,66,56,15,36
M,C,U,5,35,24,4,48
M,D,Y,22,113,74,17,43
M,B,M,64,36,67,50,33
M,B,O,80,34,73,62,16
M,B,U,7,38,19,5,56
M,C,U,6,106,20,5,32
F,C,Y,38,74,66,30,54
M,C,O,96,107,69,75,34
F,C,Y,38,100,61,30,41
F,B,O,65,41,71,51,51
F,E,O,71,42,76,55,32
F,D,U,11,98,24,9,46
F,E,M,57,44,63,44,36
F,E,Y,21,69,91,16,31
M,A,U,15,66,11,12,29
M,B,M,49,55,75,38,54
F,C,O,94,23,57,73,23
M,E,M,60,106,60,47,36
F,D,O,82,31,72,64,23
F,E,Y,30,73,72,23,31
M,A,M,62,43,65,48,41
M,E,U,15,52,16,12,26
M,C,Y,18,86,68,14,52
M,A,M,44,60,76,34,36
F,E,Y,20,73,60,16,35
M,E,Y,26,73,57,20,42
M,A,O,77,86,65,60,44
F,A,O,94,28,60,73,49
M,E,U,12,40,21,9,33
F,E,Y,18,95,63,14,44
F,E,U,6,96,24,5,31
M,D,Y,22,51,73,17,43
M,D,Y,205,52,62,159,31
F,B,Y,20,70,66,16,28
F,C,M,47,54,68,37,32
M,A,O,80,65,72,62,45
M,A,M,53,56,65,41,38
F,B,Y,18,82,62,14,55
M,C,Y,19,51,74,15,29
M,C,Y,27,36,63,21,36
M,B,U,9,42,27,7,69
F,D,O,88,44,69,68,21
F,C,U,10,90,9,8,34
F,A,Y,21,79,62,16,30
M,E,Y,31,53,86,24,25
M,D,O,80,110,67,62,23
M,B,Y,27,100,73,21,66
M,B,U,14,78,22,11,35
M,C,U,14,83,13,11,54
F,D,O,67,27,68,52,28
M,E,O,99,71,54,77,43
M,E,O,89,106,72,69,44
M,B,Y,21,95,68,16,64
M,B,U,9,120,21,7,67
F,E,Y,38,90,63,30,42
M,A,M,44,36,72,34,36
M,B,U,8,55,20,6,36
M,C,Y,17,89,56,13,59
M,A,M,60,101,65,47,40
F,A,U,6,119,21,5,27
F,A,M,61,46,64,47,40
F,A,Y,33,62,48,26,33
M,D,U,8,115,11,6,47
M,B,M,41,69,58,32,25
F,A,O,97,33,65,75,49
F,E,Y,36,86,71,28,27
F,B,O,202,32,68,157,19
F,C,O,94,31,70,73,51
M,C,O,94,57,75,73,58
M,C,U,10,60,26,8,33
M,E,Y,25,61,61,19,39
M,E,M,59,111,68,46,38
F,B,U,8,118,32,6,58
F,B,M,50,46,71,39,43
M,C,M,41,78,69,32,38
F,C,M,42,61,66,33,50
M,D,O,86,30,61,67,21
F,E,O,80,37,67,62,36
M,E,U,7,36,26,5,31
F,B,U,14,101,15,11,38
F,E,Y,16,63,56,12,42
F,E,Y,28,91,70,22,28
F,C,U,11,116,29,9,40
F,A,M,45,50,46,35,36
F,C,O,82,34,58,64,52
F,B,U,11,110,21,9,37
M,E,M,59,47,60,46,38
M,D,Y,17,91,61,13,44
M,D,O,96,56,59,75,18
F,E,Y,31,90,56,24,38
M,E,U,15,45,23,12,33
M,B,Y,16,30,64,12,24
M,B,O,84,31,66,65,65
M,B,O,100,40,78,78,43
F,B,M,63,58,73,49,26
F,B,U,11,96,23,9,19
M,A,O,78,56,86,61,45
F,A,Y,23,96,59,18,31
M,D,Y,19,56,53,15,44
M,C,M,56,51,68,44,35
F,B,O,77,32,76,60,49
M,B,Y,27,48,78,21,68
M,B,O,78,76,70,61,48
M,B,M,49,58,67,38,52
F,B,Y,209,78,68,163,64
M,D,Y,24,49,69,19,42
F,A,M,62,49,71,48,41
F,A,Y,20,69,64,16,30
M,C,O,87,86,57,68,49
M,E,Y,32,116,65,25,41
M,B,U,11,40,14,9,23
M,C,U,7,51,14,5,23
M,A,M,47,62,54,37,37
F,E,U,9,104,25,7,30
M,C,M,46,58,56,36,30
F,E,Y,37,97,74,29,47
M,C,M,45,103,64,35,36
F,E,M,49,57,42,38,41
F,D,Y,36,89,50,28,38
F,B,O,65,32,68,51,60
F,C,M,47,62,52,37,51
M,D,U,15,109,24,12,45
M,B,Y,38,26,66,30,43
F,D,Y,17,61,84,13,44
M,A,M,44,94,62,34,36
M,A,O,74,79,63,58,43
F,A,M,54,48,70,42,39
M,A,M,50,25,74,39,37
M,A,O,68,104,71,53,42
F,C,M,52,54,63,40,60
F,D,Y,23,75,81,18,42
F,C,M,43,42,63,33,50
F,E,M,63,64,54,49,41
F,D,U,6,119,26,5,48
F,B,O,90,41,73,70,34
M,C,U,11,90,23,9,50
F,A,Y,22,92,66,17,31
F,D,O,92,33,66,72,19
F,D,O,98,22,68,76,17
M,C,Y,20,73,74,16,50
M,B,U,10,82,14,8,53
F,B,M,61,65,70,47,42
M,B,U,7,107,26,5,54
F,D,U,7,108,14,5,48
F,B,Y,19,84,72,15,16
M,E,U,8,20,20,6,30
M,B,O,75,114,69,58,30
F,A,U,12,115,-1,9,28
F,C,Y,21,78,66,16,40
M,D,Y,33,116,57,26,39
M,A,Y,34,69,55,26,33
M,B,U,12,104,26,9,68
M,B,M,49,52,70,38,56
M,D,Y,30,25,78,23,40
M,E,U,11,31,22,9,39
M,C,O,76,99,66,59,54
F,C,U,5,116,29,4,31
M,E,Y,34,35,67,26,42
M,A,U,11,108,17,9,28
M,C,M,57,34,73,44,51
F,C,U,12,115,21,9,42
M,B,O,70,28,71,54,65
F,E,M,54,56,55,42,37
M,E,M,46,72,57,36,40
F,D,U,11,110,22,9,46
M,C,U,10,73,21,8,51
F,D,U,7,97,27,5,48
F,B,M,62,47,54,48,26
F,A,O,210,45,70,163,54
F,C,M,48,56,64,37,32
F,B,Y,26,89,72,20,17
F,C,M,58,41,55,45,21
M,E,M,53,76,51,41,43
M,C,U,12,89,22,9,28
M,B,O,75,100,76,58,69
M,B,O,99,98,64,77,52
F,C,M,53,50,65,41,35
M,B,Y,21,25,67,16,16
M,C,Y,22,100,64,17,25
M,C,M,57,45,76,44,33
M,A,O,86,60,72,67,47
M,D,U,6,75,20,5,48
F,E,U,10,118,26,8,28
F,B,U,7,113,25,5,23
F,E,O,89,42,71,69,32
M,A,M,43,50,49,33,36
M,B,M,60,91,63,47,47
M,B,U,13,22,22,10,52
F,E,U,204,116,9,159,42
F,D,U,7,92,27,5,48
M,B,M,40,102,67,31,40
M,C,Y,35,82,61,27,44
F,D,Y,28,81,56,22,41
F,E,O,82,26,64,64,38
M,A,M,55,107,63,43,39
F,A,O,76,27,67,59,44
M,B,Y,23,67,67,18,44
F,B,U,10,105,22,8,30
M,C,M,41,26,64,32,35
F,D,U,8,96,29,6,47
F,D,U,6,113,23,5,48
M,D,O,88,50,72,68,21
M,D,U,7,94,21,5,48
M,A,M,46,62,52,36,37
F,A,O,69,40,73,54,42
F,A,Y,25,96,58,19,31
F,B,M,53,61,64,41,48
M,B,Y,26,91,67,20,66
M,B,M,57,98,74,44,43
M,B,M,46,116,64,36,46
M,B,O,81,66,63,63,22
F,C,Y,35,83,85,27,51
M,A,O,75,43,76,58,44
M,C,M,59,95,67,46,28
M,B,O,98,27,64,76,24
F,B,Y,29,98,61,23,44
M,A,O,81,98,59,63,45
F,D,O,85,28,85,66,22
F,B,O,67,21,79,52,39
M,C,O,66,71,60,51,40
F,A,O,67,32,81,52,42
M,B,M,205,21,61,159,42
M,B,U,15,68,12,12,41
M,B,U,6,99,21,5,40
F,A,O,76,24,78,59,44
F,C,Y,22,95,66,17,36
F,C,Y,28,81,80,22,57
M,E,M,45,105,67,35,38
F,A,O,76,38,69,59,44
M,A,M,53,82,74,41,38
F,C,O,98,36,61,76,35
M,A,O,88,66,69,68,47
M,D,O,71,27,76,55,26
F,C,O,99,33,72,77,42
F,D,O,93,32,67,72,19
F,B,U,7,102,29,5,29
F,D,O,97,44,58,75,18
M,C,M,52,61,66,40,39
M,D,M,44,115,72,34,35
F,A,U,11,93,15,9,28
F,E,M,55,46,59,43,47
M,E,U,6,58,14,5,41
M,D,M,46,116,57,36,35
F,A,M,53,57,79,41,38
M,C,Y,30,36,73,23,59
F,B,Y,25,72,64,19,30
F,C,M,42,55,65,33,34
F,C,Y,19,81,52,15,27
M,C,U,11,84,17,9,59
F,C,U,10,119,21,8,27
F,B,M,55,47,69,43,34
F,C,M,44,43,62,34,31
F,C,M,58,43,55,45,57
F,E,U,12,98,21,9,31
M,C,U,11,28,15,9,45
F,E,O,69,27,55,54,42
F,C,M,207,50,53,161,49
F,E,Y,33,94,58,26,32
M,C,Y,27,44,65,21,29
F,C,O,84,31,82,65,57
F,D,O,90,35,71,70,20
M,D,Y,36,99,65,28,38
F,A,Y,21,74,62,16,30
F,B,M,61,43,81,47,18
F,B,M,42,41,79,33,18
M,E,Y,20,77,67,16,28
M,C,U,11,52,19,9,31
F,A,Y,20,90,61,16,30
F,C,U,15,94,24,12,45
M,B,M,49,78,60,38,36
F,A,U,13,91,27,10,28
F,A,O,86,29,56,67,47
F,D,Y,23,69,62,18,42
M,C,U,9,81,20,7,39
F,A,U,8,94,10,6,27
F,E,M,53,57,57,41,30
M,D,O,66,31,56,51,28
F,B,U,10,94,21,8,21
F,E,O,92,26,67,72,29
M,D,U,14,36,16,11,45
F,D,O,85,36,74,66,22
M,C,Y,37,87,73,29,48
M,E,M,62,38,69,48,27
F,C,M,63,51,55,49,44
M,C,M,51,83,57,40,24
M,E,O,70,95,69,54,37
M,E,Y,31,114,71,24,46
M,C,Y,25,109,69,19,55
F,D,O,200,24,55,156,43
F,C,U,8,102,29,6,28
F,C,U,8,93,21,6,35
M,E,O,94,90,65,73,43
F,A,O,82,32,51,64,45
F,A,O,95,20,74,74,49
M,D,Y,28,110,72,22,41
M,A,M,61,118,70,47,40
M,A,O,86,106,80,67,47
F,A,O,84,26,63,65,46
M,A,M,53,48,57,41,38
F,B,M,45,63,66,35,70
M,E,O,93,68,82,72,42
F,E,O,84,45,69,65,37
F,C,M,47,62,73,37,32
F,E,O,85,45,71,66,27
M,D,U,7,46,20,5,48
M,A,U,7,91,19,5,27
M,A,U,7,85,17,5,27
M,A,Y,32,119,59,25,33
F,D,Y,34,83,55,26,39
M,E,Y,34,104,62,26,28
M,E,O,205,83,71,159,38
F,A,U,12,94,11,9,28
M,B,U,13,114,27,10,54
F,C,Y,28,64,51,22,59
F,D,U,15,97,27,12,45
M,E,Y,27,43,67,21,33
M,B,M,55,71,59,43,57
M,D,O,80,36,64,62,23
F,B,O,87,30,56,68,42
M,B,Y,28,86,82,22,26
F,C,M,41,43,67,32,30
M,A,U,208,65,18,162,21
F,B,O,78,33,72,61,17
F,D,O,88,35,86,68,21
F,C,Y,26,87,64,20,20
M,A,Y,19,70,56,15,30
M,A,Y,24,50,70,19,31
F,E,M,208,55,59,162,36
M,B,U,8,32,14,6,48
F,A,Y,32,95,62,25,33
M,A,M,49,57,53,38,37
F,E,Y,35,64,58,27,27
M,E,Y,29,71,70,23,41
F,C,M,42,45,65,33,43
M,A,M,43,25,51,33,36
M,A,Y,28,74,67,22,32
M,A,M,59,30,62,46,40
M,D,O,206,95,53,160,55
F,C,Y,27,84,74,21,40
F,B,Y,22,62,63,17,63
M,A,Y,36,74,65,28,34
M,C,Y,26,47,56,20,56
F,C,Y,32,99,49,25,31
F,B,U,15,108,21,12,42
F,A,M,42,62,72,33,35
F,A,Y,22,60,63,17,31
F,E,O,80,30,71,62,30
M,C,Y,23,42,66,18,37
M,A,U,14,107,21,11,29
F,A,O,77,26,63,60,44
M,C,U,12,64,17,9,28
M,B,U,10,21,23,8,39
M,A,M,51,93,55,40,38
F,A,O,98,22,64,76,49
F,D,U,9,114,16,7,47
M,D,U,12,76,12,9,46
M,E,O,88,77,56,68,33
F,D,O,74,40,75,58,25
M,C,Y,17,91,84,13,32
F,D,O,78,43,64,61,24
F,D,Y,27,74,55,21,41
F,E,M,59,63,60,46,30
F,C,O,70,35,55,54,27
F,C,M,55,46,53,43,33
F,A,O,100,32,78,78,50
M,C,O,84,63,67,65,46
M,A,O,98,120,68,76,49
F,A,O,74,40,66,58,43
F,A,O,93,44,68,72,48
F,A,U,9,97,30,7,27
F,B,U,12,99,23,9,21
F,E,O,87,26,73,68,33
M,D,Y,33,75,75,26,39
F,C,M,56,59,81,44,29
F,E,O,93,43,64,72,35
F,A,M,45,64,54,35,36
M,A,M,47,71,53,37,37
M,A,M,202,34,59,157,63
M,C,Y,37,87,66,29,45
M,B,Y,31,105,60,24,39
M,D,U,13,105,23,10,46
F,E,M,47,53,55,37,46
M,C,Y,23,29,67,18,52
M,B,U,15,54,30,12,47
F,C,U,8,107,28,6,49
M,B,O,83,76,73,65,28
F,A,M,52,55,60,40,38
F,A,O,78,38,60,61,45
F,A,Y,37,98,73,29,34
M,B,M,61,111,70,47,32
M,C,Y,32,80,81,25,58
M,C,M,57,62,63,44,39
F,B,Y,38,78,61,30,28
M,C,Y,26,86,71,20,42
M,E,M,44,29,62,34,40
M,E,M,46,75,68,36,49
F,D,M,60,57,57,47,30
M,A,U,9,55,25,7,27
M,A,U,6,58,11,5,27
M,D,M,42,41,60,33,36
M,A,U,15,90,19,12,29
F,C,M,47,57,66,37,46
F,B,M,44,47,59,34,54
F,E,M,48,42,55,37,47
F,D,Y,25,80,69,19,42
F,E,U,14,109,13,11,38
F,E,U,7,119,12,5,47
M,C,Y,25,66,59,19,47
M,E,U,15,33,25,12,50
F,A,O,79,43,66,61,45
F,E,Y,24,67,60,19,40
F,B,O,94,25,69,73,36
F,C,Y,27,72,58,21,22
F,A,U,12,117,24,9,28
F,D,Y,33,99,73,26,39
F,C,M,47,52,52,37,22
M,D,Y,26,65,78,20,41
M,C,U,7,69,17,5,26
F,A,Y,21,84,52,16,30
M,E,M,50,78,67,39,33
M,D,U,9,55,11,7,47
F,A,M,56,62,65,44,39
M,C,O,86,23,64,67,55
F,A,O,96,27,71,75,49
F,E,U,11,95,19,9,28
F,C,O,93,28,48,72,46
F,B,Y,27,88,71,21,18
M,B,Y,22,83,68,17,18
F,A,M,60,62,69,47,40
M,C,M,56,26,61,44,44
F,B,O,95,36,73,74,41
F,C,M,44,44,65,34,21
F,B,O,71,42,61,55,30
F,A,U,7,107,25,5,27
F,E,Y,17,66,63,13,46
M,E,O,98,100,58,76,49
